,ChannelID,messageid,issuerid
6400,1203560567,229753,236
6401,1239405989,5581,33
6402,1351339368,6646,254
6403,1197210433,58839,142
6404,1203560567,244800,33
6405,1351339368,5860,228
6406,1280537383,51712,112
6407,1107922757,827,26
6408,1203560567,48170,99
6409,1565800335,1552,187
6410,1168461049,4386,230
6411,1203560567,111145,185
6412,1197210433,17117,53
6413,1172556372,3505,150
6414,1203560567,232450,150
6415,1197210433,47977,26
6416,1203560567,54418,11
6417,1063908560,4785,111
6418,1197210433,1926,89
6419,1203560567,57122,25
6420,1131897537,801,48
6421,1197210433,656,32
6422,1197210433,16423,58
6423,1300011741,10898,32
6424,1351339368,2614,7
6425,1075565753,43614,160
6426,1203560567,67367,112
6427,1203560567,10838,199
6428,1300011741,11358,163
6429,1125172232,37018,7
6430,1480181440,1757,223
6431,1203560567,234011,255
6432,1152653774,2079,7
6433,1203560567,37581,11
6434,1203560567,238821,100
6435,1203560567,229546,230
6436,1351339368,5751,251
6437,1265642153,9759,150
6438,1203560567,233468,230
6439,1480181440,1397,204
6440,1197210433,5929,32
6441,1099860397,72051,100
6442,1203560567,238533,251
6443,1565800335,2183,112
6444,1203560567,9496,227
6445,1203560567,30862,186
6446,1239405989,350,224
6447,1480181440,612,228
6448,1203560567,604,100
6449,1075565753,42090,163
6450,1203560567,231440,255
6451,1197210433,57453,266
6452,1239405989,4976,254
6453,1325345355,4714,142
6454,1203560567,99281,99
6455,1517821202,3142,236
6456,1239405989,6898,267
6457,1239405989,6145,112
6458,1136626166,48969,225
6459,1498564557,2368,112
6460,1075101206,10274,187
6461,1203560567,273209,90
6462,1418181070,4815,127
6463,1231496859,5767,32
6464,1203560567,53092,150
6465,1203560567,230639,254
6466,1075101206,16455,230
6467,1239405989,6767,112
6468,1197210433,51910,56
6469,1203560567,234205,197
6470,1351339368,6250,157
6471,1239405989,5352,235
6472,1203560567,241091,235
6473,1351339368,5760,199
6474,1203560567,6831,48
6475,1041482399,7615,48
6476,1203560567,98537,112
6477,1066174394,5801,99
6478,1239405989,4993,103
6479,1203560567,258398,235
6480,1203560567,273355,100
6481,1265642153,11156,231
6482,1125172232,4908,150
6483,1203560567,7016,111
6484,1203560567,51959,32
6485,1001029560,14881,221
6486,1203560567,245137,47
6487,1203560567,254084,112
6488,1091851413,159,56
6489,1203560567,45779,223
6490,1351339368,6175,230
6491,1197296889,20564,90
6492,1300011741,8939,89
6493,1203560567,41228,112
6494,1370203419,6226,225
6495,1351339368,6350,186
6496,1197210433,412,4
6497,1326656811,830,26
6498,1203560567,5253,89
6499,1203560567,36540,7
6500,1300011741,17094,235
6501,1411960688,4307,112
6502,1239405989,4578,241
6503,1197210433,52151,175
6504,1075101206,3632,48
6505,1203560567,5387,236
6506,1006112008,729,112
6507,1203560567,82300,90
6508,1203560567,273956,89
6509,1564218803,525,26
6510,1351339368,5867,116
6511,1203560567,46330,129
6512,1203560567,54694,112
6513,1203560567,139957,185
6514,1125172232,37223,48
6515,1336381049,7429,230
6516,1480922328,5444,4
6517,1239405989,5500,90
6518,1203560567,235958,26
6519,1215658351,7500,116
6520,1351339368,5614,129
6521,1300011741,649,11
6522,1203560567,276089,261
6523,1300011741,17490,100
6524,1001029560,14865,90
6525,1131897537,2264,100
6526,1480181440,6120,56
6527,1197210433,12099,163
6528,1203560567,75092,177
6529,1203560567,7995,152
6530,1036240821,100776,236
6531,1197296889,19870,152
6532,1075101206,5151,185
6533,1172556372,3453,53
6534,1136626166,41208,241
6535,1203560567,238975,160
6536,1300011741,17787,129
6537,1203560567,235961,187
6538,1160971567,2972,204
6539,1136626166,6555,149
6540,1203560567,21551,103
6541,1203560567,32167,185
6542,1197210433,6827,4
6543,1179191696,1625,100
6544,1203560567,243683,150
6545,1326656811,2078,187
6546,1125172232,1323,150
6547,1308785417,38752,236
6548,1131897537,2483,115
6549,1203560567,121660,48
6550,1131897537,2132,230
6551,1125172232,7648,236
6552,1199979298,2499,100
6553,1203560567,226447,235
6554,1203560567,225966,236
6555,1203560567,7889,150
6556,1197210433,16494,26
6557,1480181440,2978,204
6558,1063908560,9749,99
6559,1075101206,4981,163
6560,1168461049,1758,53
6561,1197296889,19501,251
6562,1480922328,4364,116
6563,1203560567,273781,4
6564,1203560567,92536,62
6565,1203560567,83914,223
6566,1203560567,47292,11
6567,1480181440,119,103
6568,1203560567,8698,112
6569,1063908560,5276,99
6570,1203560567,276843,273
6571,1351339368,7066,142
6572,1203560567,254011,4
6573,1336381049,6909,230
6574,1075101206,14542,56
6575,1001029560,13521,150
6576,1221575601,1005,32
6577,1168461049,571,182
6578,1203560567,130934,72
6579,1197296889,1163,7
6580,1265642153,7024,111
6581,1197210433,12975,103
6582,1203560567,6115,112
6583,1075101206,1842,223
6584,1203560567,17951,112
6585,1480181440,3865,177
6586,1063908560,9834,127
6587,1063908560,10275,26
6588,1197210433,58836,150
6589,1326656811,843,99
6590,1197210433,51224,22
6591,1203560567,239177,223
6592,1203560567,56103,225
6593,1203560567,25307,103
6594,1203560567,94401,32
6595,1203560567,18004,4
6596,1300011741,19078,254
6597,1179191696,1810,111
6598,1124914483,4367,33
6599,1063908560,9853,61
6600,1160971567,3039,90
6601,1219484576,3952,185
6602,1351339368,5520,47
6603,1203560567,99105,236
6604,1197210433,5114,197
6605,1203560567,81852,177
6606,1565800335,2142,237
6607,1203560567,276366,157
6608,1239405989,6858,150
6609,1565800335,2238,267
6610,1041482399,11943,231
6611,1203560567,92255,224
6612,1125172232,15947,2
6613,1197210433,22993,152
6614,1203560567,242120,116
6615,1066174394,10528,225
6616,1153763064,16987,103
6617,1203560567,151442,221
6618,1565800335,1485,112
6619,1197210433,45451,235
6620,1387542768,2535,230
6621,1197210433,58505,103
6622,1203560567,75927,99
6623,1075101206,9960,112
6624,1168461049,4310,230
6625,1199979298,21015,47
6626,1480181440,5824,103
6627,1203560567,53164,25
6628,1203560567,23202,187
6629,1075101206,4360,4
6630,1099860397,72671,89
6631,1498564557,3142,89
6632,1203560567,235736,142
6633,1557052991,10956,163
6634,1300011741,17758,111
6635,1203560567,22525,32
6636,1168461049,333,187
6637,1203560567,52160,220
6638,1370203419,10363,112
6639,1131897537,419,120
6640,1203560567,44648,142
6641,1197210433,22081,57
6642,1136626166,16716,150
6643,1219484576,4049,7
6644,1239405989,6495,219
6645,1351339368,1561,224
6646,1136626166,133,149
6647,1203560567,136383,141
6648,1203560567,254112,223
6649,1197210433,59007,90
6650,1239405989,6901,99
6651,1265642153,10413,111
6652,1239405989,5728,7
6653,1145896067,659,111
6654,1203560567,44152,185
6655,1197210433,9043,223
6656,1498564557,1871,111
6657,1308785417,33719,56
6658,1197210433,52013,163
6659,1557052991,8715,89
6660,1239405989,6237,163
6661,1203560567,16411,236
6662,1197210433,23536,48
6663,1197210433,50782,236
6664,1387542768,2521,236
6665,1107922757,18805,235
6666,1239405989,6038,235
6667,1219484576,3978,99
6668,1203560567,270234,127
6669,1075101206,15342,56
6670,1239405989,6788,163
6671,1203560567,52231,48
6672,1300011741,3105,115
6673,1041482399,4526,26
6674,1203560567,245049,236
6675,1168461049,4453,116
6676,1199979298,21076,152
6677,1273481348,4999,225
6678,1203560567,28666,229
6679,1228933667,2881,223
6680,1136626166,38479,48
6681,1351339368,5912,219
6682,1351339368,7047,36
6683,1001029560,14582,227
6684,1203560567,228797,223
6685,1271795466,867,56
6686,1203560567,3924,187
6687,1197210433,20055,103
6688,1197210433,23974,32
6689,1221575601,2200,53
6690,1063908560,9830,231
6691,1203560567,272784,150
6692,1152653774,414,7
6693,1203560567,11838,48
6694,1221575601,1176,115
6695,1197210433,8042,129
6696,1063908560,4930,11
6697,1480181440,6035,111
6698,1203560567,229348,223
6699,1197210433,49880,225
6700,1351339368,1566,7
6701,1203560567,235623,143
6702,1203560567,229454,116
6703,1138794914,14688,47
6704,1203560567,246950,175
6705,1041482399,12209,231
6706,1498564557,3404,116
6707,1075101206,14487,47
6708,1351339368,7108,221
6709,1203560567,228228,115
6710,1203560567,20001,175
6711,1203560567,11050,111
6712,1197210433,23853,227
6713,1197210433,58374,25
6714,1172556372,4469,236
6715,1203560567,240947,7
6716,1203560567,47318,177
6717,1134400443,16582,157
6718,1203560567,85517,26
6719,1125172232,6357,108
6720,1300011741,3586,48
6721,1203560567,232019,100
6722,1066174394,12689,7
6723,1197210433,16875,36
6724,1215658351,1979,115
6725,1404564946,1707,111
6726,1203560567,240414,100
6727,1197210433,5119,229
6728,1203560567,7812,103
6729,1138794914,7101,56
6730,1239405989,6445,53
6731,1498564557,7162,127
6732,1075101206,3477,53
6733,1152653774,2884,53
6734,1203560567,87393,141
6735,1197210433,24079,53
6736,1221575601,3834,25
6737,1203560567,244554,103
6738,1063908560,9784,227
6739,1197296889,20020,227
6740,1189638050,5753,225
6741,1203560567,54417,236
6742,1326656811,1790,24
6743,1063908560,420,32
6744,1197210433,22215,47
6745,1197210433,58779,4
6746,1351339368,5546,230
6747,1197296889,17954,112
6748,1075101206,5777,221
6749,1124914483,692,225
6750,1075565753,36852,11
6751,1001029560,16654,89
6752,1160971567,3015,230
6753,1063908560,9694,230
6754,1203560567,1535,112
6755,1300011741,2168,116
6756,1041482399,8933,11
6757,1160971567,3570,235
6758,1001029560,3591,120
6759,1228933667,2598,62
6760,1370203419,5307,56
6761,1066174394,2291,26
6762,1308785417,38554,163
6763,1203560567,242257,115
6764,1351339368,7096,221
6765,1203560567,76715,53
6766,1326656811,1848,11
6767,1125172232,6794,48
6768,1203560567,81638,225
6769,1160971567,2917,129
6770,1203560567,78041,103
6771,1136626166,4298,150
6772,1197210433,20907,90
6773,1203560567,60823,28
6774,1136626166,12309,53
6775,1203560567,10333,48
6776,1228933667,1795,24
6777,1300011741,17543,115
6778,1308785417,37794,11
6779,1136626166,40369,111
6780,1203560567,257582,150
6781,1197296889,17021,89
6782,1038402501,62869,112
6783,1134400443,12809,108
6784,1229197937,2444,236
6785,1326656811,1510,90
6786,1203560567,7120,116
6787,1203560567,83544,26
6788,1203560567,10073,141
6789,1063908560,10071,235
6790,1203560567,2493,116
6791,1172556372,3728,127
6792,1075101206,7401,141
6793,1203560567,3867,227
6794,1498564557,3238,53
6795,1308785417,29017,112
6796,1203560567,4825,91
6797,1326656811,101,103
6798,1351339368,6308,127
6799,1203560567,236903,32
6800,1075101206,4044,104
6801,1203560567,255032,47
6802,1203560567,273432,4
6803,1075565753,31664,225
6804,1001029560,15726,115
6805,1188379274,610,11
6806,1075101206,5955,221
6807,1131897537,2747,153
6808,1197210433,54975,241
6809,1203560567,106745,150
6810,1197210433,6395,4
6811,1203560567,22172,199
6812,1172556372,588,111
6813,1351339368,6409,220
6814,1239405989,5721,56
6815,1001029560,13977,150
6816,1351339368,5520,127
6817,1203560567,230858,100
6818,1203560567,10110,74
6819,1239405989,4702,150
6820,1203560567,238617,215
6821,1203560567,273013,266
6822,1271795466,3457,7
6823,1203560567,42423,150
6824,1203560567,6056,204
6825,1099860397,87135,223
6826,1075101206,5576,142
6827,1203560567,41016,48
6828,1075101206,5068,185
6829,1138794914,3398,103
6830,1197210433,14623,195
6831,1326656811,1263,7
6832,1197210433,20854,152
6833,1197210433,19159,185
6834,1197210433,23143,115
6835,1565800335,2220,251
6836,1203560567,246089,7
6837,1125172232,20323,7
6838,1203560567,23264,53
6839,1203560567,137502,142
6840,1347079925,13580,112
6841,1075565753,43767,227
6842,1203560567,247691,32
6843,1203560567,243840,142
6844,1075101206,15024,99
6845,1203560567,56309,24
6846,1203560567,11049,4
6847,1197210433,22447,175
6848,1172929577,1663,157
6849,1197210433,48985,225
6850,1203560567,244801,209
6851,1203560567,227127,7
6852,1203560567,256436,237
6853,1197210433,53415,175
6854,1041482399,9797,111
6855,1197210433,16669,48
6856,1197210433,22611,32
6857,1351339368,5474,152
6858,1203560567,238721,160
6859,1203560567,276058,175
6860,1075101206,15078,4
6861,1075101206,2802,141
6862,1239405989,4980,236
6863,1239405989,6171,175
6864,1125172232,30456,56
6865,1300011741,8909,24
6866,1498564557,3988,7
6867,1320489152,173,89
6868,1320489152,284,100
6869,1203560567,135919,11
6870,1075101206,11015,7
6871,1351339368,7042,116
6872,1203560567,109516,142
6873,1063908560,10368,227
6874,1199677725,5760,99
6875,1160971567,3392,112
6876,1351339368,5546,47
6877,1565800335,2220,142
6878,1219484576,3797,227
6879,1131897537,752,26
6880,1229197937,2898,223
6881,1239405989,6490,219
6882,1203560567,273548,58
6883,1203560567,106389,7
6884,1203560567,67039,163
6885,1221575601,2152,58
6886,1308785417,30845,255
6887,1239405989,5857,160
6888,1189638050,4999,103
6889,1203560567,99067,24
6890,1203560567,24736,53
6891,1075101206,7431,223
6892,1203560567,64753,89
6893,1075101206,2759,152
6894,1480181440,1588,197
6895,1203560567,133896,142
6896,1197210433,23324,53
6897,1197210433,55293,175
6898,1239405989,4550,150
6899,1203560567,278261,142
6900,1203560567,243525,157
6901,1075101206,15078,127
6902,1203560567,37948,7
6903,1203560567,141402,141
6904,1131897537,2467,33
6905,1203560567,1190,48
6906,1075101206,7558,230
6907,1203560567,109608,227
6908,1091851413,2395,4
6909,1351339368,7091,258
6910,1265642153,9882,241
6911,1203560567,76351,175
6912,1370807683,1282,195
6913,1239405989,5972,227
6914,1203560567,6324,72
6915,1197210433,1360,48
6916,1351339368,6487,228
6917,1565800335,2213,231
6918,1203560567,235913,115
6919,1203560567,34792,58
6920,1125172232,34347,7
6921,1203560567,251366,26
6922,1075101206,4044,227
6923,1203560567,8773,48
6924,1203560567,14658,175
6925,1168461049,4520,111
6926,1203560567,246952,103
6927,1203560567,228015,236
6928,1203560567,68379,227
6929,1199979298,1893,25
6930,1197210433,22196,47
6931,1197210433,24231,116
6932,1203560567,49944,111
6933,1197210433,5236,158
6934,1203560567,18586,175
6935,1480181440,5933,111
6936,1203560567,234099,112
6937,1041482399,12057,225
6938,1168461049,4391,53
6939,1203560567,36300,4
6940,1203560567,139259,99
6941,1197210433,23944,62
6942,1063908560,9843,218
6943,1168461049,4437,111
6944,1203560567,56149,100
6945,1203560567,140789,26
6946,1300011741,18267,32
6947,1124914483,33,103
6948,1172556372,1647,177
6949,1075101206,15563,79
6950,1160971567,3806,33
6951,1203560567,8592,116
6952,1203560567,3057,112
6953,1075101206,5151,225
6954,1203560567,54176,100
6955,1203560567,8986,47
6956,1197210433,22861,4
6957,1066174394,1847,112
6958,1197210433,57834,127
6959,1041482399,12173,265
6960,1351339368,6561,160
6961,1239405989,4978,185
6962,1203560567,242852,11
6963,1239405989,522,228
6964,1326656811,379,72
6965,1203560567,115427,90
6966,1197210433,19528,103
6967,1160971567,3057,89
6968,1351339368,5679,7
6969,1215658351,7246,219
6970,1075101206,14861,163
6971,1134400443,15684,99
6972,1203560567,6098,223
6973,1203560567,30722,120
6974,1203560567,83944,199
6975,1300011741,17305,103
6976,1203560567,253230,175
6977,1075565753,31015,115
6978,1203560567,238454,236
6979,1125172232,36776,7
6980,1228933667,4635,225
6981,1203560567,27681,115
6982,1075101206,5203,7
6983,1197210433,58791,150
6984,1498564557,2959,89
6985,1063908560,6258,32
6986,1203560567,239361,7
6987,1075101206,4583,227
6988,1203560567,4863,48
6989,1197210433,15318,48
6990,1138794914,7886,221
6991,1136626166,35921,230
6992,1203560567,17277,115
6993,1203560567,2184,90
6994,1063908560,9738,100
6995,1172556372,3926,111
6996,1239405989,4847,90
6997,1152653774,145,89
6998,1203560567,44744,163
6999,1351339368,6315,227
7000,1239405989,5223,220
7001,1075101206,1962,7
7002,1125172232,2472,4
7003,1075101206,5347,72
7004,1273481348,6511,236
7005,1203560567,5045,150
7006,1131897537,2765,100
7007,1203560567,248287,32
7008,1203560567,257313,175
7009,1203560567,89031,26
7010,1203560567,26473,26
7011,1203560567,227243,230
7012,1197210433,13320,227
7013,1480181440,348,53
7014,1239405989,6559,153
7015,1001029560,14013,142
7016,1203560567,33031,70
7017,1203560567,4870,111
7018,1203560567,270353,53
7019,1203560567,65551,221
7020,1347079925,17668,160
7021,1075101206,14231,142
7022,1351339368,5992,221
7023,1228933667,2028,225
7024,1203560567,9844,74
7025,1239405989,5314,89
7026,1203560567,244078,177
7027,1160971567,3956,254
7028,1480922328,4344,152
7029,1075101206,14186,225
7030,1203560567,93937,88
7031,1197210433,57735,225
7032,1239405989,6563,115
7033,1336381049,7395,89
7034,1172929577,1548,150
7035,1203560567,5156,115
7036,1203560567,61741,7
7037,1197210433,4465,33
7038,1203560567,46778,150
7039,1125172232,10564,111
7040,1197210433,57332,100
7041,1300011741,18591,225
7042,1203560567,6179,112
7043,1300011741,9712,231
7044,1203560567,46082,99
7045,1063908560,10886,127
7046,1203560567,230514,126
7047,1203560567,52556,185
7048,1203560567,2339,48
7049,1203560567,252261,103
7050,1203560567,39539,62
7051,1351339368,7071,254
7052,1197210433,21848,157
7053,1203560567,135367,115
7054,1197210433,58570,270
7055,1197210433,59044,163
7056,1203560567,97213,116
7057,1075101206,5246,225
7058,1075101206,1974,7
7059,1075101206,9076,2
7060,1197210433,57625,230
7061,1203560567,238867,61
7062,1203560567,93237,223
7063,1203560567,34962,177
7064,1373518643,148,48
7065,1172556372,4278,163
7066,1197210433,57595,231
7067,1265642153,10384,36
7068,1351339368,6052,116
7069,1203560567,103493,225
7070,1203560567,37483,185
7071,1199979298,8873,228
7072,1351339368,7260,267
7073,1203560567,245996,204
7074,1347079925,326,175
7075,1273481348,3158,100
7076,1225641086,299,225
7077,1203560567,236322,7
7078,1239405989,6604,53
7079,1041482399,9456,72
7080,1197210433,51718,231
7081,1136626166,34321,150
7082,1239405989,4719,36
7083,1075101206,6543,223
7084,1203560567,55775,7
7085,1203560567,5817,62
7086,1228933667,3106,225
7087,1351339368,6454,111
7088,1199979298,11518,111
7089,1197296889,6822,36
7090,1203560567,228109,235
7091,1203560567,235826,136
7092,1203560567,253721,218
7093,1075101206,15788,47
7094,1197210433,49236,230
7095,1203560567,7947,11
7096,1203560567,94551,187
7097,1300011741,4765,109
7098,1203560567,235399,165
7099,1125172232,26006,103
7100,1125172232,19388,163
7101,1370203419,5854,57
7102,1498564557,1225,48
7103,1001029560,15163,235
7104,1221575601,4972,89
7105,1308785417,32889,223
7106,1199979298,22629,241
7107,1215658351,7499,152
7108,1373518643,9180,99
7109,1197210433,1338,7
7110,1063908560,3436,150
7111,1197210433,23851,7
7112,1197210433,45841,90
7113,1203560567,233816,160
7114,1203560567,273441,72
7115,1203560567,50186,48
7116,1203560567,2159,120
7117,1239405989,5500,47
7118,1203560567,251163,53
7119,1203560567,232524,36
7120,1197210433,6494,26
7121,1203560567,52847,218
7122,1351339368,6799,115
7123,1075101206,15369,160
7124,1239405989,5107,103
7125,1308785417,39298,7
7126,1351339368,7096,58
7127,1075101206,15534,127
7128,1203560567,75705,129
7129,1001029560,4834,199
7130,1203560567,11457,141
7131,1197210433,48077,52
7132,1239405989,6798,218
7133,1203560567,35621,150
7134,1197210433,1201,111
7135,1197210433,10738,48
7136,1203560567,133004,120
7137,1239071502,670,48
7138,1066174394,12775,225
7139,1203560567,236083,48
7140,1203560567,5981,228
7141,1203560567,102661,32
7142,1197210433,10546,223
7143,1066174394,6962,225
7144,1308785417,31086,142
7145,1351339368,6664,241
7146,1001029560,16940,142
7147,1228933667,9604,142
7148,1203560567,233319,225
7149,1480181440,25,90
7150,1228933667,2794,58
7151,1197210433,6581,111
7152,1075101206,4404,103
7153,1203560567,15209,115
7154,1366793743,10026,236
7155,1239405989,5115,204
7156,1203560567,228289,11
7157,1001029560,2286,149
7158,1203560567,2795,91
7159,1075101206,3699,103
7160,1351339368,5449,116
7161,1197296889,19715,111
7162,1203560567,4487,150
7163,1203560567,50077,177
7164,1179191696,1286,112
7165,1239405989,4825,32
7166,1215658351,7464,230
7167,1203560567,239324,220
7168,1203560567,226790,53
7169,1075101206,3938,231
7170,1197210433,24694,116
7171,1075101206,14224,142
7172,1480181440,6005,115
7173,1557052991,9616,225
7174,1160971567,818,11
7175,1215658351,7511,152
7176,1197210433,48078,99
7177,1066174394,12701,33
7178,1203560567,234879,185
7179,1075101206,3507,112
7180,1168461049,1109,129
7181,1239405989,5352,112
7182,1387542768,2585,236
7183,1203560567,15201,48
7184,1203560567,114625,129
7185,1347079925,13807,25
7186,1239405989,4980,219
7187,1203560567,46203,199
7188,1066174394,504,7
7189,1203560567,245451,22
7190,1155666448,679,152
7191,1239405989,4968,7
7192,1075101206,6429,223
7193,1125172232,15638,7
7194,1125172232,9180,11
7195,1075101206,14373,236
7196,1203560567,238868,48
7197,1203560567,234619,152
7198,1271795466,5624,204
7199,1063908560,5368,230
7200,1203560567,236198,241
7201,1197210433,57701,61
7202,1153763064,35458,230
7203,1239405989,258,7
7204,1215658351,7626,36
7205,1063908560,11907,7
7206,1203560567,237034,58
7207,1075101206,5480,32
7208,1125172232,12778,58
7209,1265642153,11151,185
7210,1308785417,31246,160
7211,1197210433,49528,187
7212,1075101206,14851,231
7213,1075101206,4586,99
7214,1203560567,17360,112
7215,1075101206,6316,141
7216,1203560567,99064,218
7217,1203560567,21168,62
7218,1203560567,78919,11
7219,1203560567,137973,100
7220,1228933667,3989,53
7221,1063908560,9662,11
7222,1239405989,6587,58
7223,1203560567,52283,228
7224,1176102307,4245,142
7225,1041482399,11919,116
7226,1480181440,152,100
7227,1366793743,10044,26
7228,1203560567,96612,4
7229,1203560567,66662,32
7230,1326656811,1040,53
7231,1326656811,444,116
7232,1136626166,5548,100
7233,1203560567,108481,225
7234,1138794914,6932,4
7235,1203560567,276452,231
7236,1239405989,6554,153
7237,1219484576,4292,111
7238,1300011741,17377,230
7239,1203560567,84958,185
7240,1197210433,15749,230
7241,1063908560,4134,7
7242,1308785417,30491,103
7243,1239405989,5093,255
7244,1203560567,248679,127
7245,1203560567,232394,240
7246,1075101206,4159,48
7247,1203560567,11072,112
7248,1136626166,422,111
7249,1203560567,53491,47
7250,1075101206,3628,26
7251,1300011741,11375,152
7252,1320489152,1848,36
7253,1124914483,4372,265
7254,1203560567,235421,100
7255,1203560567,234120,103
7256,1203560567,234638,32
7257,1326656811,1501,62
7258,1203560567,21198,187
7259,1197210433,18603,7
7260,1036240821,100722,185
7261,1565800335,2127,53
7262,1351339368,6071,116
7263,1320489152,11,163
7264,1203560567,8940,218
7265,1063908560,4158,53
7266,1203560567,7652,185
7267,1160971567,2835,53
7268,1203560567,238827,7
7269,1136626166,48686,236
7270,1203560567,13075,48
7271,1125172232,25556,70
7272,1203560567,9681,115
7273,1351339368,5344,227
7274,1075101206,16503,225
7275,1203560567,274066,236
7276,1197296889,14534,150
7277,1160971567,3213,111
7278,1203560567,21715,26
7279,1041482399,6550,112
7280,1239405989,5648,111
7281,1075101206,14871,115
7282,1038402501,52703,36
7283,1418181070,3635,7
7284,1197210433,57713,273
7285,1215658351,7445,61
7286,1300011741,17998,223
7287,1197296889,17932,111
7288,1203560567,104681,112
7289,1168461049,551,218
7290,1229197937,2431,103
7291,1498564557,7263,160
7292,1565800335,1605,251
7293,1075565753,31956,53
7294,1203560567,98895,163
7295,1203560567,60550,111
7296,1075101206,975,225
7297,1347079925,13561,175
7298,1001029560,14718,36
7299,1219484576,3925,204
7300,1239405989,4980,7
7301,1001029560,14013,185
7302,1172556372,3636,185
7303,1203560567,7974,158
7304,1480181440,254,57
7305,1125172232,35712,230
7306,1228933667,2118,199
7307,1203560567,51724,12
7308,1219484576,4212,152
7309,1038402501,52339,241
7310,1075565753,37218,160
7311,1308785417,32792,175
7312,1203560567,4043,150
7313,1168461049,705,100
7314,1203560567,55039,4
7315,1136626166,14511,62
7316,1480181440,1542,230
7317,1203560567,235384,230
7318,1203560567,246293,4
7319,1351339368,5895,150
7320,1239405989,4932,32
7321,1326656811,401,4
7322,1197210433,22424,7
7323,1239405989,6531,111
7324,1351339368,5354,53
7325,1215658351,6725,235
7326,1239405989,4784,157
7327,1125172232,23080,225
7328,1125172232,16385,132
7329,1351339368,1058,7
7330,1203560567,51337,175
7331,1168461049,2829,225
7332,1001029560,14185,129
7333,1480181440,5838,111
7334,1197210433,4031,48
7335,1326656811,721,175
7336,1136626166,19661,236
7337,1172929577,1526,112
7338,1203560567,263415,115
7339,1239405989,5876,160
7340,1197210433,11348,62
7341,1197210433,1095,112
7342,1203560567,6578,175
7343,1075565753,43154,112
7344,1136626166,2891,91
7345,1203560567,52123,141
7346,1075101206,5279,7
7347,1326656811,1703,108
7348,1239405989,1376,230
7349,1203560567,243411,137
7350,1197210433,7536,163
7351,1215658351,186,120
7352,1197210433,819,57
7353,1197296889,15835,56
7354,1063908560,10242,241
7355,1203560567,238625,127
7356,1075565753,42843,89
7357,1239405989,5079,152
7358,1203560567,76696,53
7359,1125172232,20651,225
7360,1203560567,6019,62
7361,1125172232,34954,26
7362,1347079925,2174,112
7363,1203560567,68153,115
7364,1075565753,43695,163
7365,1464785872,8594,57
7366,1203560567,42653,227
7367,1075101206,6021,26
7368,1125172232,22246,150
7369,1221575601,3720,25
7370,1197296889,14436,112
7371,1203560567,252235,255
7372,1138794914,2117,150
7373,1203560567,77213,32
7374,1326656811,277,72
7375,1480181440,5838,48
7376,1138794914,5183,48
7377,1203560567,68671,187
7378,1203560567,106514,115
7379,1197210433,19884,57
7380,1197210433,20364,88
7381,1063908560,10166,152
7382,1001029560,15217,220
7383,1203560567,75597,36
7384,1203560567,35371,175
7385,1187098819,191,185
7386,1197210433,18658,56
7387,1172556372,1136,99
7388,1001029560,14879,127
7389,1203560567,261540,90
7390,1320489152,2612,4
7391,1215658351,7122,187
7392,1197210433,20665,99
7393,1347079925,4474,100
7394,1203560567,243225,11
7395,1063908560,9240,235
7396,1203560567,8327,163
7397,1273481348,6595,223
7398,1203560567,36992,48
7399,1203560567,267104,112
7400,1197296889,17556,150
7401,1197210433,23226,32
7402,1066174394,7869,225
7403,1239405989,5307,175
7404,1239405989,4756,129
7405,1041482399,9123,163
7406,1351339368,434,36
7407,1203560567,111401,7
7408,1075565753,35918,127
7409,1351339368,6444,225
7410,1001029560,14855,221
7411,1197210433,58852,152
7412,1480181440,1186,90
7413,1001029560,6777,57
7414,1203560567,13663,4
7415,1370203419,5688,103
7416,1228933667,5986,225
7417,1197210433,51092,126
7418,1125172232,12678,89
7419,1131897537,942,152
7420,1203560567,49180,129
7421,1203560567,32200,53
7422,1300011741,153,177
7423,1498564557,7193,127
7424,1239405989,4790,7
7425,1203560567,54182,7
7426,1197210433,6801,7
7427,1197210433,11596,72
7428,1215658351,2780,53
7429,1203560567,266594,230
7430,1239405989,5711,227
7431,1336381049,7429,150
7432,1203560567,8284,11
7433,1239405989,6513,112
7434,1197210433,57668,236
7435,1373518643,8717,99
7436,1075101206,4882,187
7437,1125172232,34374,48
7438,1239405989,4849,204
7439,0,1,25
7440,1203560567,275790,219
7441,1197210433,51177,160
7442,1197210433,1581,111
7443,1203560567,1637,26
7444,1203560567,48665,112
7445,1300011741,18876,25
7446,1199979298,4125,111
7447,1203560567,3121,112
7448,1050820672,233188,265
7449,1036240821,98448,223
7450,1203560567,226599,235
7451,1418181070,4813,142
7452,1203560567,249180,227
7453,1203560567,243058,53
7454,1138179385,1615,48
7455,1203560567,105146,223
7456,1091851413,783,190
7457,1203560567,242856,7
7458,1203560567,237329,53
7459,1203560567,49329,111
7460,1197296889,17642,25
7461,1326656811,295,25
7462,1408035371,533,229
7463,1203560567,59349,91
7464,1075101206,3197,225
7465,1136626166,17331,7
7466,1063908560,11671,152
7467,1063908560,9770,150
7468,1203560567,107987,199
7469,1075101206,15788,127
7470,1203560567,1471,26
7471,1203560567,144626,115
7472,1203560567,226422,53
7473,1063908560,10780,111
7474,1351339368,6624,47
7475,1271795466,830,229
7476,1203560567,2915,187
7477,1203560567,273060,271
7478,1001029560,15127,160
7479,1203560567,241113,230
