,MessageID,ChannelID,issuerid,SentimentScore
2130,236710,1203560567,204,4
2131,17469,1300011741,204,5
2132,15577,1197296889,204,3
2133,236569,1203560567,152,4
2134,13583,1001029560,186,3
2135,8551,1557052991,186,3
2136,15658,1197296889,99,3
2137,5137,1239405989,90,2
2138,5137,1239405989,90,3
2139,7423,1215658351,90,2
2140,4398,1480922328,111,3
2141,8810,1373518643,99,4
2142,6052,1351339368,90,3
2143,9792,1063908560,100,4
2144,1457,1172929577,236,4
2145,2521,1387542768,236,3
2146,4446,1168461049,90,2
2147,14844,1075101206,100,3
2148,6880,1215658351,241,5
2149,238608,1203560567,116,2
2150,238246,1203560567,116,3
2151,39222,1136626166,127,4
2152,4668,1239405989,254,4
2153,17687,1300011741,116,3
2154,5380,1239405989,235,3
2155,4526,1480922328,235,4
2156,5352,1239405989,235,4
2157,5157,1239405989,99,2
2158,14152,1001029560,127,5
2159,31664,1075565753,115,3
2160,10490,1063908560,255,2
2161,251675,1203560567,255,4
2162,251660,1203560567,255,3
2163,251614,1203560567,255,3
2164,5500,1239405989,163,4
2165,5496,1239405989,163,4
2166,10500,1063908560,163,4
2167,6343,1351339368,163,4
2168,5490,1239405989,163,4
2169,6342,1351339368,163,4
2170,3864,1172556372,163,2
2171,252009,1203560567,163,2
2172,52013,1197210433,163,5
2173,13305,1001029560,103,3
2174,17152,1197296889,163,4
2175,52011,1197210433,163,5
2176,5483,1239405989,163,4
2177,15570,1075101206,163,3
2178,5476,1239405989,175,3
2179,251729,1203560567,175,2
2180,35242,1075565753,236,3
2181,252106,1203560567,236,4
2182,5470,1239405989,236,3
2183,14527,1075101206,163,4
2184,10489,1063908560,228,4
2185,14525,1075101206,163,4
2186,32471,1308785417,241,3
2187,251856,1203560567,228,3
2188,14612,1001029560,228,3
2189,3512,1172556372,103,4
2190,5168,1199677725,112,4
2191,7032,1498564557,112,4
2192,18117,1300011741,112,4
2193,4837,1239405989,90,4
2194,14797,1001029560,230,3
2195,253963,1203560567,142,4
2196,15581,1075101206,228,2
2197,251862,1203560567,228,4
2198,5554,1239405989,187,5
2199,233370,1203560567,236,3
2200,232247,1203560567,236,4
2201,15723,1075101206,150,3
2202,4769,1239405989,223,3
2203,6447,1351339368,47,4
2204,14523,1075101206,236,2
2205,36078,1075565753,160,3
2206,7037,1498564557,160,1
2207,17377,1197296889,56,3
2208,10327,1063908560,204,4
2209,6444,1351339368,225,3
2210,253685,1203560567,223,4
2211,253822,1203560567,7,3
2212,254504,1203560567,223,4
2213,254112,1203560567,223,4
2214,233370,1203560567,230,3
2215,254572,1203560567,236,4
2216,254210,1203560567,236,4
2217,9779,1366793743,251,3
2218,36092,1075565753,4,3
2219,36078,1075565753,4,3
2220,5633,1351339368,225,3
2221,14840,1075101206,150,3
2222,9771,1063908560,150,5
2223,5393,1351339368,26,4
2224,17545,1300011741,160,4
2225,31714,1075565753,160,3
2226,232496,1203560567,150,4
2227,4295,1172556372,89,4
2228,55776,1197210433,89,4
2229,4702,1239405989,150,4
2230,57450,1197210433,153,4
2231,4278,1172556372,163,4
2232,239046,1203560567,26,3
2233,36989,1075565753,160,3
2234,239180,1203560567,32,4
2235,36920,1075565753,160,3
2236,4964,1239405989,32,3
2237,238702,1203560567,32,4
2238,5879,1351339368,32,3
2239,48888,1197210433,163,3
2240,14878,1075101206,32,1
2241,238524,1203560567,32,4
2242,6547,1351339368,160,3
2243,7076,1498564557,160,1
2244,9807,1063908560,32,2
2245,14855,1075101206,231,4
2246,238361,1203560567,231,4
2247,257172,1203560567,163,3
2248,46651,1125172232,225,3
2249,7223,1215658351,231,2
2250,4967,1239405989,231,3
2251,53366,1197210433,175,4
2252,48666,1197210433,25,5
2253,257438,1203560567,175,3
2254,5797,1480181440,251,3
2255,15911,1075101206,175,4
2256,3611,1172556372,251,3
2257,33177,1308785417,175,4
2258,53193,1197210433,175,4
2259,238533,1203560567,251,3
2260,238609,1203560567,61,4
2261,1452,1565800335,227,1
2262,256552,1203560567,175,4
2263,13713,1347079925,48,3
2264,3052,1160971567,48,4
2265,5762,1239405989,223,3
2266,18227,1300011741,223,3
2267,13666,1001029560,48,3
2268,14989,1271795466,48,3
2269,13711,1347079925,48,4
2270,5753,1239405989,223,3
2271,31763,1075565753,48,3
2272,9926,1265642153,48,4
2273,21015,1199979298,48,2
2274,4031,1172556372,7,2
2275,2265,1131897537,48,3
2276,2545,1145896067,48,2
2277,256957,1203560567,7,4
2278,15886,1075101206,7,3
2279,4014,1172556372,7,4
2280,6538,1498564557,48,3
2281,45760,1125172232,48,3
2282,45759,1125172232,48,3
2283,36602,1136626166,48,3
2284,33281,1308785417,236,4
2285,10095,1366793743,48,3
2286,3046,1160971567,48,3
2287,238338,1203560567,48,3
2288,18306,1300011741,25,5
2289,239513,1203560567,53,3
2290,18298,1300011741,25,5
2291,238566,1203560567,90,3
2292,5851,1239405989,33,4
2293,4950,1239405989,90,3
2294,6624,1351339368,152,5
2295,6622,1351339368,152,4
2296,4972,1221575601,89,2
2297,8715,1557052991,89,2
2298,238815,1203560567,89,2
2299,3057,1160971567,89,4
2300,258832,1203560567,61,4
2301,42219,1136626166,61,2
2302,238566,1203560567,89,3
2303,4950,1239405989,89,3
2304,92342,1036240821,61,2
2305,48738,1197210433,215,4
2306,238617,1203560567,215,4
2307,238616,1203560567,215,4
2308,6208,1239405989,230,3
2309,48639,1197210433,215,4
2310,2513,1131897537,61,3
2311,7213,1215658351,99,3
2312,6608,1351339368,157,4
2313,5795,1480181440,99,4
2314,18016,1197296889,157,3
2315,53625,1197210433,157,5
2316,2258,1320489152,157,4
2317,45771,1125172232,100,4
2318,31761,1075565753,100,3
2319,238540,1203560567,100,4
2320,72518,1099860397,100,3
2321,16455,1075101206,160,3
2322,4358,1168461049,115,4
2323,31763,1075565753,115,3
2324,14871,1075101206,115,3
2325,13655,1001029560,115,3
2326,6556,1239405989,116,4
2327,31749,1075565753,115,3
2328,17543,1300011741,115,3
2329,1454,1565800335,115,3
2330,2420,1387542768,115,4
2331,5790,1480181440,115,4
2332,13694,1347079925,115,3
2333,18086,1197296889,111,5
2334,238625,1203560567,127,3
2335,238470,1203560567,127,4
2336,10551,1265642153,111,2
2337,53659,1197210433,116,5
2338,4570,1219484576,116,3
2339,15216,1001029560,116,3
2340,5834,1239405989,116,3
2341,5248,1480922328,116,2
2342,3627,1418181070,127,4
2343,733,1564218803,116,4
2344,3933,1124914483,118,3
2345,9826,1063908560,127,2
2346,15217,1001029560,118,3
2347,239448,1203560567,235,4
2348,11853,1041482399,235,3
2349,2612,1131897537,230,4
2350,15945,1001029560,230,3
2351,235826,1203560567,187,3
2352,236098,1203560567,150,3
2353,14499,1138794914,150,3
2354,16669,1075101206,160,4
2355,235995,1203560567,103,3
2356,3739,1219484576,103,4
2357,235826,1203560567,226,3
2358,236322,1203560567,7,3
2359,4858,1189638050,7,2
2360,236259,1203560567,7,3
2361,13506,1001029560,7,2
2362,236257,1203560567,7,3
2363,236243,1203560567,7,2
2364,15466,1197296889,7,3
2365,5773,1351339368,7,4
2366,235513,1203560567,7,4
2367,236306,1203560567,65,3
2368,254098,1203560567,231,4
2369,254096,1203560567,231,4
2370,11141,1366793743,231,3
2371,235961,1203560567,48,3
2372,235961,1203560567,218,3
2373,7889,1215658351,4,2
2374,14865,1001029560,4,3
2375,4869,1239405989,74,3
2376,35966,1075565753,4,3
2377,10615,1063908560,4,3
2378,14865,1001029560,36,3
2379,5584,1239405989,33,4
2380,235930,1203560567,228,2
2381,3461,1160971567,33,4
2382,254484,1203560567,152,2
2383,4689,1480922328,152,2
2384,5773,1351339368,224,2
2385,270977,1203560567,25,3
2386,5162,1199677725,152,4
2387,14708,1075101206,224,3
2388,32501,1308785417,152,5
2389,7042,1351339368,152,5
2390,15467,1197296889,32,2
2391,235434,1203560567,32,4
2392,5782,1351339368,36,4
2393,254309,1203560567,111,4
2394,235901,1203560567,36,3
2395,235826,1203560567,25,3
2396,5172,1199677725,90,4
2397,14865,1001029560,90,4
2398,2190,1320489152,90,4
2399,55159,1038402501,90,4
2400,7019,1351339368,90,4
2401,5790,1351339368,185,4
2402,6315,1351339368,227,4
2403,5432,1239405989,227,3
2404,5459,1239405989,220,4
2405,264803,1203560567,47,2
2406,250515,1203560567,53,3
2407,11946,1557052991,47,2
2408,51865,1197210433,111,3
2409,15549,1075101206,111,3
2410,4539,1168461049,115,4
2411,14594,1001029560,150,4
2412,51910,1197210433,56,5
2413,227561,1203560567,26,3
2414,15561,1075101206,56,4
2415,6090,1480181440,225,4
2416,4230,1219484576,7,4
2417,31684,1308785417,254,4
2418,250766,1203560567,254,3
2419,251322,1203560567,236,3
2420,14571,1001029560,237,3
2421,56841,1197210433,53,3
2422,37691,1308785417,112,3
2423,6461,1239405989,112,3
2424,16470,1001029560,237,3
2425,266954,1203560567,261,0
2426,57635,1197210433,25,4
2427,273269,1203560567,112,4
2428,6590,1239405989,160,3
2429,273360,1203560567,160,4
2430,57706,1197210433,175,3
2431,38294,1308785417,152,3
2432,7288,1336381049,230,3
2433,57418,1197210433,266,3
2434,7072,1351339368,254,4
2435,57456,1197210433,7,4
2436,57362,1197210433,7,3
2437,4768,1168461049,236,3
2438,19524,1197296889,236,3
2439,5411,1351339368,11,4
2440,47233,1136626166,236,4
2441,57569,1197210433,266,4
2442,272881,1203560567,24,4
2443,5081,1219484576,36,4
2444,37794,1308785417,11,3
2445,6553,1239405989,225,3
2446,4685,1239405989,187,4
2447,231879,1203560567,187,4
2448,231592,1203560567,187,3
2449,13192,1001029560,225,3
2450,9661,1366793743,225,2
2451,5573,1351339368,11,4
2452,14449,1075101206,150,5
2453,34321,1136626166,150,3
2454,13131,1001029560,150,3
2455,4647,1239405989,150,4
2456,5520,1351339368,230,4
2457,13135,1001029560,230,3
2458,230680,1203560567,230,3
2459,230514,1203560567,56,2
2460,230493,1203560567,11,2
2461,230784,1203560567,47,4
2462,230609,1203560567,47,4
2463,230828,1203560567,223,4
2464,14445,1075101206,223,4
2465,4636,1239405989,223,4
2466,55778,1197210433,56,3
2467,5520,1351339368,127,4
2468,1828,1868097154,258,4
2469,5516,1351339368,254,4
2470,9422,1063908560,254,4
2471,230639,1203560567,254,4
2472,230604,1203560567,254,3
2473,230583,1203560567,254,3
2474,14786,1197296889,254,3
2475,230149,1203560567,254,4
2476,57706,1197210433,236,4
2477,19698,1197296889,236,3
2478,272973,1203560567,236,4
2479,14444,1001029560,22,3
2480,4172,1219484576,111,4
2481,10332,1063908560,99,3
2482,11507,1231496859,127,4
2483,51329,1197210433,127,4
2484,248849,1203560567,127,4
2485,17908,1300011741,127,5
2486,248648,1203560567,127,3
2487,248815,1203560567,235,3
2488,16412,1075101206,157,4
2489,15880,1001029560,99,4
2490,6895,1351339368,99,5
2491,16455,1075101206,163,3
2492,10864,1265642153,163,4
2493,250791,1203560567,22,4
2494,250699,1203560567,22,4
2495,251134,1203560567,26,4
2496,17993,1300011741,32,5
2497,10464,1063908560,4,3
2498,17039,1197296889,235,3
2499,51915,1197210433,163,3
2500,236268,1203560567,185,3
2501,5773,1351339368,112,4
2502,98448,1036240821,223,3
2503,87135,1099860397,223,2
2504,235961,1203560567,112,3
2505,5766,1351339368,112,4
2506,19581,1197296889,236,4
2507,235826,1203560567,197,3
2508,273013,1203560567,266,3
2509,235961,1203560567,26,3
2510,57584,1197210433,266,4
2511,2974,1160971567,136,4
2512,4864,1239405989,115,4
2513,236076,1203560567,115,4
2514,235962,1203560567,115,3
2515,235834,1203560567,115,3
2516,235826,1203560567,115,3
2517,6577,1239405989,261,4
2518,15503,1197296889,44,3
2519,236304,1203560567,44,3
2520,1686,1172929577,26,3
2521,4427,1172556372,26,3
2522,7076,1351339368,36,5
2523,7075,1351339368,36,4
2524,236458,1203560567,175,3
2525,235826,1203560567,175,3
2526,7071,1351339368,36,4
2527,235445,1203560567,175,4
2528,5091,1219484576,33,4
2529,235956,1203560567,142,4
2530,57648,1197210433,33,4
2531,273347,1203560567,61,4
2532,7071,1351339368,61,4
2533,235482,1203560567,142,4
2534,57706,1197210433,58,3
2535,273224,1203560567,58,4
2536,16495,1001029560,221,4
2537,4776,1168461049,270,4
2538,235369,1203560567,100,3
2539,235961,1203560567,153,3
2540,48123,1197210433,11,4
2541,16546,1001029560,187,5
2542,248591,1203560567,227,3
2543,31377,1308785417,227,3
2544,17515,1107922757,227,3
2545,17931,1300011741,227,2
2546,6920,1498564557,227,5
2547,266524,1203560567,11,3
2548,4420,1418181070,225,4
2549,62212,1038402501,7,3
2550,48728,1136626166,33,2
2551,36098,1308785417,223,3
2552,266147,1203560567,236,3
2553,11214,1228933667,103,3
2554,6309,1351339368,89,3
2555,31699,1308785417,89,3
2556,250985,1203560567,89,3
2557,14596,1001029560,99,3
2558,250931,1203560567,99,3
2559,9956,1228933667,127,4
2560,6320,1351339368,223,3
2561,7596,1498564557,230,3
2562,232942,1050820672,230,3
2563,265121,1203560567,150,4
2564,5447,1239405989,237,4
2565,6853,1351339368,163,4
2566,55365,1197210433,115,3
2567,273524,1203560567,53,2
2568,11151,1265642153,53,3
2569,236102,1203560567,204,4
2570,18915,1300011741,221,4
2571,3986,1160971567,185,2
2572,6624,1239405989,185,4
2573,57827,1197210433,185,4
2574,273831,1203560567,185,4
2575,273736,1203560567,185,3
2576,6608,1239405989,185,4
2577,7098,1351339368,185,4
2578,57908,1197210433,72,4
2579,6611,1239405989,72,4
2580,19850,1197296889,74,4
2581,5755,1351339368,204,4
2582,7114,1351339368,111,5
2583,6627,1239405989,111,5
2584,7096,1351339368,111,4
2585,17290,1347079925,111,3
2586,61578,1038402501,111,4
2587,60098,1003921752,111,2
2588,235603,1203560567,209,3
2589,235495,1203560567,209,3
2590,88241,1099860397,111,2
2591,61561,1038402501,111,2
2592,42489,1075565753,111,3
2593,236045,1203560567,186,3
2594,235545,1203560567,186,3
2595,7314,1336381049,230,4
2596,47682,1136626166,230,2
2597,7099,1351339368,230,4
2598,87984,1099860397,230,2
2599,6875,1480181440,230,2
2600,273615,1203560567,230,2
2601,5773,1351339368,47,4
2602,18915,1300011741,127,5
2603,18671,1107922757,127,4
2604,16591,1001029560,127,3
2605,3987,1160971567,235,2
2606,6625,1239405989,235,3
2607,273442,1203560567,112,4
2608,235454,1203560567,251,4
2609,42436,1075565753,112,3
2610,31025,1075565753,115,3
2611,61527,1038402501,142,4
2612,4708,1325345355,142,3
2613,14646,1075101206,150,3
2614,7108,1351339368,142,4
2615,235191,1203560567,36,4
2616,15396,1197296889,254,3
2617,229088,1050820672,142,2
2618,234834,1203560567,254,4
2619,4809,1189638050,32,2
2620,4825,1239405989,32,3
2621,15357,1197296889,32,3
2622,4819,1239405989,32,4
2623,274085,1203560567,204,4
2624,57778,1197210433,204,4
2625,15426,1197296889,32,2
2626,6920,1351339368,218,4
2627,16494,1075101206,112,3
2628,2004,1565800335,112,4
2629,3838,1160971567,112,4
2630,267104,1203560567,112,4
2631,267054,1203560567,112,4
2632,266933,1203560567,153,3
2633,3824,1160971567,153,4
2634,2613,1131897537,47,4
2635,11254,1063908560,47,4
2636,55930,1197210433,56,4
2637,7263,1498564557,160,3
2638,16503,1075101206,225,4
2639,266945,1203560567,223,4
2640,16284,1001029560,153,3
2641,57464,1197210433,231,4
2642,272695,1203560567,152,3
2643,57461,1197210433,152,5
2644,7060,1351339368,152,4
2645,235613,1203560567,32,4
2646,250935,1203560567,237,3
2647,4299,1219484576,231,3
2648,3421,1160971567,231,3
2649,6363,1351339368,231,2
2650,43477,1075565753,150,3
2651,14659,1001029560,4,2
2652,14721,1001029560,36,4
2653,52262,1197210433,36,4
2654,7042,1351339368,160,3
2655,14718,1001029560,36,3
2656,7005,1498564557,36,3
2657,14663,1001029560,36,4
2658,14662,1001029560,36,4
2659,10509,1063908560,36,4
2660,2765,1131897537,150,4
2661,58825,1197210433,150,3
2662,4614,1418181070,4,5
2663,5510,1239405989,33,4
2664,14665,1001029560,61,3
2665,252261,1203560567,61,3
2666,7640,1498564557,150,3
2667,11990,1041482399,220,3
2668,5510,1239405989,185,4
2669,19041,1300011741,150,3
2670,6352,1351339368,185,3
2671,52232,1197210433,111,5
2672,52231,1197210433,111,3
2673,6857,1239405989,150,3
2674,6461,1239405989,157,3
2675,15609,1075101206,111,3
2676,4034,1418181070,111,4
2677,11010,1366793743,111,3
2678,52273,1197210433,111,3
2679,10542,1063908560,111,3
2680,40369,1136626166,111,3
2681,35478,1075565753,111,3
2682,7006,1498564557,111,5
2683,14709,1001029560,111,5
2684,20486,1197296889,150,3
2685,3964,1419787159,111,4
2686,15193,1347079925,111,4
2687,17684,1107922757,111,3
2688,35406,1075565753,111,3
2689,11683,1231496859,111,3
2690,49192,1136626166,150,3
2691,22763,1477408271,111,3
2692,6997,1480181440,150,4
2693,7000,1498564557,111,3
2694,7020,1351339368,163,4
2695,3811,1185096286,111,3
2696,234979,1050820672,150,3
2697,4553,1168461049,111,5
2698,252333,1203560567,103,3
2699,13631,1557052991,150,4
2700,14659,1001029560,115,4
2701,277722,1203560567,163,3
2702,6352,1351339368,230,3
2703,15609,1075101206,230,3
2704,4016,1418181070,230,3
2705,43477,1075565753,163,3
2706,40151,1136626166,228,4
2707,14663,1001029560,129,4
2708,6350,1351339368,129,3
2709,10384,1265642153,209,3
2710,7001,1480181440,103,4
2711,12612,1366793743,103,4
2712,277546,1203560567,103,4
2713,3411,1160971567,142,4
2714,4276,1219484576,142,4
2715,6546,1189638050,103,4
2716,52098,1197210433,142,5
2717,5504,1239405989,142,3
2718,15609,1075101206,11,3
2719,15609,1075101206,47,3
2720,272335,1203560567,235,4
2721,17278,1197296889,160,4
2722,6352,1351339368,160,5
2723,20492,1197296889,103,4
2724,15609,1075101206,160,3
2725,6350,1351339368,160,3
2726,58795,1197210433,103,4
2727,252306,1203560567,255,3
2728,23784,1199979298,103,3
2729,5514,1239405989,163,3
2730,6358,1351339368,163,5
2731,6336,1189638050,228,4
2732,6352,1351339368,163,3
2733,15609,1075101206,163,3
2734,14659,1001029560,163,4
2735,43767,1075565753,36,4
2736,17248,1197296889,175,2
2737,278412,1203560567,36,4
2738,252379,1203560567,175,2
2739,7270,1351339368,36,5
2740,6907,1239405989,36,3
2741,6902,1239405989,36,3
2742,253846,1203560567,26,4
2743,10574,1063908560,26,2
2744,6401,1351339368,231,4
2745,5584,1239405989,4,4
2746,8684,1215658351,36,5
2747,4128,1160971567,36,3
2748,7267,1351339368,36,4
2749,253528,1203560567,4,2
2750,4586,1172556372,36,4
2751,253395,1203560567,4,4
2752,253341,1203560567,4,4
2753,6396,1351339368,4,4
2754,17036,1001029560,33,4
2755,58995,1197210433,251,5
2756,10572,1063908560,36,4
2757,6396,1351339368,36,4
2758,2220,1565800335,142,4
2759,1888,1320489152,32,4
2760,9625,1063908560,32,3
2761,2957,1160971567,220,4
2762,4820,1239405989,220,3
2763,5720,1351339368,220,3
2764,3564,1172556372,220,4
2765,4777,1419787159,47,4
2766,277589,1203560567,47,4
2767,7057,1351339368,150,5
2768,7040,1215658351,220,4
2769,6190,1239405989,4,2
2770,265532,1203560567,4,4
2771,235424,1203560567,100,4
2772,277416,1203560567,47,4
2773,39645,1308785417,47,3
2774,58760,1197210433,47,4
2775,9920,1366793743,100,2
2776,277321,1203560567,4,4
2777,16423,1001029560,160,2
2778,6847,1239405989,4,3
2779,277292,1203560567,4,3
2780,58759,1197210433,4,3
2781,234614,1203560567,187,4
2782,14643,1075101206,187,3
2783,235456,1203560567,236,4
2784,234797,1203560567,236,4
2785,4567,1172556372,221,4
2786,5757,1351339368,236,4
2787,4565,1172556372,221,4
2788,10357,1066174394,7,3
2789,19048,1300011741,111,3
2790,2962,1160971567,136,3
2791,234978,1203560567,136,3
2792,19046,1300011741,111,4
2793,16950,1001029560,111,5
2794,9605,1063908560,223,2
2795,20497,1197296889,111,3
2796,58816,1197210433,111,5
2797,20495,1197296889,111,3
2798,8659,1215658351,111,2
2799,19049,1300011741,111,3
2800,12612,1366793743,150,4
2801,13224,1001029560,36,4
2802,49243,1136626166,150,3
2803,90075,1099860397,150,4
2804,231509,1203560567,36,3
2805,5541,1351339368,36,5
2806,16940,1001029560,150,5
2807,6858,1239405989,150,3
2808,6901,1215658351,241,4
2809,14521,1075101206,241,3
2810,58791,1197210433,150,3
2811,16398,1075101206,56,4
2812,265235,1203560567,56,4
2813,4716,1239405989,103,3
2814,43422,1075565753,150,3
2815,55485,1197210433,160,3
2816,14539,1075101206,103,4
2817,4702,1239405989,103,3
2818,12603,1366793743,150,4
2819,17179,1075101206,236,3
2820,16379,1075101206,175,4
2821,17305,1300011741,103,5
2822,11334,1265642153,236,3
2823,277710,1203560567,267,4
2824,4105,1160971567,267,4
2825,4545,1172556372,127,3
2826,2767,1131897537,112,4
2827,16886,1001029560,235,3
2828,17636,1347079925,112,2
2829,7204,1351339368,235,3
2830,58859,1197210433,112,2
2831,43494,1075565753,112,3
2832,16810,1001029560,142,3
2833,18995,1300011741,142,4
2834,43214,1075565753,112,3
2835,266933,1203560567,261,0
2836,16838,1001029560,235,2
2837,16963,1001029560,160,4
2838,43494,1075565753,160,3
2839,16957,1001029560,160,3
2840,7239,1351339368,160,3
2841,271512,1203560567,4,3
2842,7605,1498564557,112,3
2843,271340,1203560567,4,2
2844,48686,1136626166,236,4
2845,276855,1203560567,142,4
2846,16943,1001029560,160,4
2847,19018,1300011741,142,4
2848,11891,1063908560,160,5
2849,43448,1075565753,160,3
2850,4445,1176102307,7,4
2851,6498,1239405989,152,4
2852,11907,1063908560,7,3
2853,16940,1001029560,7,5
2854,271784,1203560567,53,3
2855,11913,1366793743,115,3
2856,232850,1050820672,236,4
2857,16886,1001029560,153,3
2858,7429,1336381049,236,4
2859,267307,1203560567,204,2
2860,2747,1131897537,153,3
2861,270428,1203560567,53,4
2862,18642,1300011741,163,5
2863,6237,1239405989,163,4
2864,13516,1557052991,149,4
2865,6429,1239405989,237,3
2866,13514,1557052991,149,3
2867,39402,1308785417,149,4
2868,16736,1075101206,111,3
2869,20336,1197296889,149,3
2870,2622,1320489152,4,4
2871,276430,1203560567,149,3
2872,234401,1101170442,236,3
2873,16697,1075101206,111,3
2874,48687,1136626166,4,2
2875,16886,1001029560,160,3
2876,43254,1075565753,160,3
2877,16738,1075101206,90,4
2878,16458,1001029560,219,4
2879,19018,1300011741,160,4
2880,16868,1001029560,160,3
2881,43154,1075565753,160,3
2882,43131,1075565753,160,3
2883,19608,1197296889,89,3
2884,43240,1075565753,163,3
2885,4422,1172556372,89,3
2886,43172,1075565753,163,3
2887,6766,1239405989,7,3
2888,39183,1308785417,7,3
2889,4727,1419787159,163,4
2890,4403,1176102307,225,3
2891,12775,1066174394,225,3
2892,679,1155666448,152,3
2893,43743,1075565753,152,3
2894,17024,1001029560,152,3
2895,59007,1197210433,152,3
2896,48925,1136626166,225,2
2897,58986,1197210433,152,3
2898,5481,1480922328,152,4
2899,43695,1075565753,152,3
2900,7667,1498564557,152,4
2901,270977,1203560567,112,3
2902,2768,1131897537,152,4
2903,58654,1197210433,177,2
2904,6774,1239405989,99,2
2905,57446,1197210433,150,4
2906,2098,1565800335,150,4
2907,16845,1001029560,177,3
2908,6784,1239405989,177,2
2909,16842,1001029560,177,3
2910,232615,1101170442,103,3
2911,2063,1565800335,160,4
2912,16833,1001029560,103,4
2913,43048,1075565753,103,3
2914,6495,1239405989,163,4
2915,41944,1075565753,160,3
2916,7203,1351339368,265,5
2917,16347,1001029560,163,3
2918,6810,1239405989,265,4
2919,4409,1172556372,36,4
2920,42090,1075565753,163,3
2921,7045,1351339368,36,5
2922,57300,1197210433,36,3
2923,6559,1239405989,152,3
2924,7061,1351339368,152,4
2925,2537,1320489152,225,4
2926,12445,1066174394,251,3
2927,57481,1197210433,61,3
2928,6557,1239405989,219,5
2929,7052,1351339368,219,4
2930,272195,1203560567,219,4
2931,19518,1197296889,219,3
2932,57376,1197210433,157,4
2933,272339,1203560567,236,3
2934,16471,1001029560,48,3
2935,1644,1252550556,236,4
2936,57425,1197210433,48,4
2937,4764,1168461049,48,2
2938,271986,1203560567,48,4
2939,6552,1239405989,220,2
2940,272681,1203560567,53,4
2941,5254,1480922328,90,4
2942,57575,1197210433,266,4
2943,1871,1868097154,90,4
2944,5251,1480922328,90,4
2945,6528,1239405989,90,4
2946,733,1564218803,90,4
2947,6559,1239405989,89,4
2948,272647,1203560567,103,4
2949,7059,1351339368,103,3
2950,19602,1197296889,99,3
2951,273097,1203560567,261,4
2952,18856,1300011741,261,5
2953,19600,1197296889,99,3
2954,57459,1197210433,99,3
2955,87364,1099860397,99,3
2956,2686,1131897537,99,3
2957,16453,1001029560,99,3
2958,4765,1168461049,99,3
2959,272369,1203560567,100,3
2960,7047,1351339368,100,5
2961,12865,1557052991,100,4
2962,57332,1197210433,100,4
2963,272137,1203560567,100,4
2964,57328,1197210433,100,4
2965,272080,1203560567,100,3
2966,42090,1075565753,116,3
2967,6594,1239405989,220,3
2968,42072,1075565753,116,3
2969,42058,1075565753,116,3
2970,12201,1041482399,220,3
2971,1881,1868097154,221,4
2972,7060,1351339368,116,4
2973,42023,1075565753,116,3
2974,5251,1480922328,116,3
2975,41999,1075565753,116,3
2976,57635,1197210433,221,3
2977,273081,1203560567,221,4
2978,47353,1136626166,221,3
2979,18843,1300011741,115,5
2980,13027,1557052991,270,4
2981,16450,1001029560,127,3
2982,7061,1351339368,235,2
2983,273358,1203560567,89,4
2984,7059,1351339368,235,2
2985,272481,1203560567,235,4
2986,272714,1203560567,241,3
2987,19612,1197296889,241,5
2988,5760,1199677725,99,3
2989,19681,1197296889,99,3
2990,11036,1228933667,241,3
2991,3964,1160971567,116,4
2992,37996,1308785417,228,2
2993,19563,1197296889,112,3
2994,7066,1351339368,142,3
2995,273086,1203560567,128,3
2996,273004,1203560567,128,4
2997,6544,1239405989,142,4
2998,57419,1197210433,11,4
2999,19537,1197296889,11,3
3000,42072,1075565753,11,3
3001,57592,1197210433,56,5
3002,42038,1075565753,11,3
3003,273713,1203560567,225,2
3004,57807,1197210433,175,3
3005,16551,1001029560,258,3
3006,57893,1197210433,265,3
3007,272950,1203560567,36,4
3008,10641,1373518643,265,4
3009,273630,1203560567,265,4
3010,7108,1351339368,223,3
3011,7096,1351339368,223,4
3012,47294,1125172232,223,3
3013,47844,1136626166,7,4
3014,57799,1197210433,7,2
3015,7096,1351339368,7,4
3016,7108,1351339368,254,5
3017,4790,1168461049,254,3
3018,273353,1203560567,74,4
3019,6861,1480181440,237,4
3020,274181,1203560567,236,4
3021,18880,1300011741,160,4
3022,6648,1239405989,236,4
3023,7119,1351339368,236,5
3024,19887,1197296889,236,4
3025,274066,1203560567,236,4
3026,6640,1239405989,236,3
3027,57706,1197210433,223,4
3028,11145,1265642153,223,2
3029,19859,1197296889,236,5
3030,7100,1351339368,236,4
3031,57801,1197210433,236,5
3032,19811,1197296889,236,3
3033,57779,1197210433,236,5
3034,57774,1197210433,236,5
3035,19776,1197296889,236,5
3036,57845,1197210433,4,2
3037,7105,1351339368,4,2
3038,7114,1351339368,25,3
3039,274083,1203560567,220,3
3040,7110,1351339368,53,2
3041,7095,1351339368,53,1
3042,7108,1351339368,258,4
3043,273857,1203560567,221,4
3044,6625,1239405989,258,3
3045,2704,1131897537,258,4
3046,16580,1001029560,258,3
3047,6606,1239405989,185,4
3048,11151,1265642153,185,3
3049,16470,1001029560,149,3
3050,272575,1203560567,149,3
3051,37942,1308785417,149,3
3052,273488,1203560567,72,3
3053,57721,1197210433,273,3
3054,17288,1347079925,111,2
3055,60110,1003921752,111,2
3056,4437,1172556372,273,3
3057,38573,1308785417,111,4
3058,38554,1308785417,111,5
3059,17280,1347079925,111,2
3060,7119,1351339368,99,5
